,date,tournament,home_team,away_team,home_team_rating,away_team_rating,home_goals,away_goals,home_team_rating_change,away_team_rating_change,home_team_new_rating,away_team_new_rating,home_team_rank,away_team_rank,home_team_rank_change,away_team_rank_change,home_team_new_rank,away_team_new_rank,k,hadv,rdiff
380,Aug 29 2018,Friendly in Barbados,Barbados,Cuba,1139,1288,0,2,-13,13,1126,1301,173,132,0,2,173,134,20,100,-49
381,Aug 29 2018,Friendly in Macao,Macao,Solomon Islands,672,1200,1,4,-3,3,669,1203,223,163,0,0,223,163,20,100,-428
382,Sep 1 2018,Southeast Asian Champ qual in Malaysia,East Timor,Brunei,633,624,3,1,29,-29,662,595,221,229,3,0,224,229,40,0,9
383,Sep 2 2018,Friendly in Ethiopia,Ethiopia,Burundi,1277,1317,1,1,-2,2,1275,1319,143,126,-1,2,142,128,20,100,60
384,Sep 2 2018,East Asian Championship qual in Mongolia,Guam,Northern Mariana Islands,833,411,4,0,6,-6,839,405,207,238,0,0,207,238,40,0,422
385,Sep 2 2018,East Asian Championship qual in Mongolia,Mongolia,Macao,657,669,4,1,26,-26,683,643,219,229,3,-3,222,226,40,100,88
386,Sep 4 2018,South Asian Championship in Bangladesh,Bangladesh,Bhutan,789,583,2,0,9,-9,798,574,206,232,2,-1,208,231,40,100,306
387,Sep 4 2018,East Asian Championship qual in Mongolia,Macao,Guam,643,839,2,0,45,-45,688,794,218,211,4,-2,222,209,40,0,-196
388,Sep 4 2018,East Asian Championship qual in Mongolia,Mongolia,Northern Mariana Islands,683,405,9,0,10,-10,693,395,216,240,3,-1,219,239,40,100,378
389,Sep 4 2018,South Asian Championship in Bangladesh,Pakistan,Nepal,946,892,2,1,17,-17,963,875,193,202,2,0,195,202,40,0,54
390,Sep 5 2018,Friendly in Fiji,Fiji,Solomon Islands,1233,1203,1,1,-4,4,1229,1207,156,157,-1,3,155,160,20,100,130
391,Sep 5 2018,South Asian Championship in Bangladesh,India,Sri Lanka,1215,704,2,0,3,-3,1218,701,159,216,0,0,159,216,40,0,511
392,Sep 5 2018,Friendly in Slovakia,Slovakia,Denmark,1752,1895,3,0,20,-20,1772,1875,19,19,4,-3,23,16,20,100,-43
393,Sep 6 2018,European Nations League D in Armenia,Armenia,Liechtenstein,1454,1144,2,1,3,-3,1457,1141,90,172,1,0,91,172,20,0,310
394,Sep 6 2018,Friendly in Austria,Austria,Sweden,1741,1865,2,0,16,-16,1757,1849,25,18,3,0,28,18,20,100,-24
395,Sep 6 2018,Friendly in Bahrain,Bahrain,Philippines,1415,1186,1,1,-7,7,1408,1193,106,164,-1,2,105,166,20,100,329
396,Sep 6 2018,South Asian Championship in Bangladesh,Bangladesh,Pakistan,798,963,1,0,24,-24,822,939,206,201,1,-3,207,198,40,100,-65
397,Sep 6 2018,European Nations League B in Czechia,Czechia,Ukraine,1713,1751,1,2,-24,24,1689,1775,50,18,-5,5,45,23,40,100,62
398,Sep 6 2018,CONCACAF Nations League q in Guadeloupe,Dominica,Suriname,1019,1275,0,0,13,-13,1032,1262,185,146,2,-2,187,144,40,0,-256
399,Sep 6 2018,European Nations League A in Germany,Germany,France,1964,2127,0,0,4,-4,1968,2123,5,1,0,0,5,1,20,0,-163
400,Sep 6 2018,European Nations League D in Gibraltar,Gibraltar,Macedonia,1094,1518,0,2,-8,8,1086,1526,179,69,-1,5,178,74,40,100,-324
401,Sep 6 2018,CONCACAF Nations League q in Guyana,Guyana,Barbados,1190,1126,2,2,-9,9,1181,1135,171,173,-2,0,169,173,40,100,164
402,Sep 6 2018,Friendly in Jordan,Jordan,Lebanon,1475,1453,0,1,-13,13,1462,1466,94,84,-4,5,90,89,20,100,122
403,Sep 6 2018,European Nations League D in Kazakhstan,Kazakhstan,Georgia,1369,1495,0,2,-28,28,1341,1523,122,70,-3,6,119,76,40,100,-26
404,Sep 6 2018,Friendly in Kyrgyzstan,Kyrgyzstan,Palestine,1238,1373,1,1,1,-1,1239,1372,151,114,0,0,151,114,20,100,-35
405,Sep 6 2018,European Nations League D in Latvia,Latvia,Andorra,1348,1042,0,0,-16,16,1332,1058,128,182,-5,2,123,184,40,100,406
406,Sep 6 2018,East Asian Championship qual in Mongolia,Macao,Northern Mariana Islands,688,395,1,1,-14,14,674,409,226,237,-2,1,224,238,40,0,293
407,Sep 6 2018,East Asian Championship qual in Mongolia,Mongolia,Guam,693,794,1,1,0,0,693,794,219,209,0,0,219,209,20,100,-1
408,Sep 6 2018,South Asian Championship in Bangladesh,Nepal,Bhutan,875,574,4,0,11,-11,886,563,202,235,0,-2,202,233,40,0,301
409,Sep 6 2018,Friendly in the Netherlands,Netherlands,Peru,1908,1891,2,1,7,-7,1915,1884,9,15,1,-1,10,14,20,100,117
410,Sep 6 2018,European Nations League C in Norway,Norway,Cyprus,1639,1403,2,0,8,-8,1647,1395,46,108,3,-1,49,107,40,100,336
411,Sep 6 2018,Friendly in Portugal,Portugal,Croatia,1940,1943,1,1,-3,3,1937,1946,10,5,-1,1,9,6,20,100,97
412,Sep 6 2018,European Nations League C in Slovenia,Slovenia,Bulgaria,1626,1614,1,2,-26,26,1600,1640,59,52,-3,1,56,53,40,100,112
413,Sep 6 2018,Friendly in Spain,Trinidad and Tobago,United Arab Emirates,1425,1523,2,0,19,-19,1444,1504,92,87,4,-6,96,81,20,0,-98
414,Sep 6 2018,Friendly in Uzbekistan,Uzbekistan,Syria,1600,1607,1,1,-3,3,1597,1610,61,53,-2,1,59,54,20,100,93
415,Sep 6 2018,European Nations League B in Wales,Wales,Ireland,1777,1728,4,1,21,-21,1798,1707,20,51,1,-9,21,42,40,100,149
416,Sep 7 2018,European Nations League C in Albania,Albania,Israel,1560,1526,1,0,13,-13,1573,1513,62,84,4,-5,66,79,40,100,134
417,Sep 7 2018,CONCACAF Nations League q in Anguilla,Anguilla,French Guiana,571,1346,0,5,-2,2,569,1348,231,117,0,0,231,117,40,100,-675
418,Sep 7 2018,CONCACAF Nations League q in Antigua and Barbuda,Antigua and Barbuda,Saint Lucia,1206,1098,0,3,-54,54,1152,1152,181,167,-10,4,171,171,40,100,208
419,Sep 7 2018,Friendly in the United States,Argentina,Guatemala,1896,1519,3,0,4,-4,1900,1515,12,77,0,1,12,78,20,0,377
420,Sep 7 2018,European Nations League D in Azerbaijan,Azerbaijan,Kosovo,1403,1430,0,0,-4,4,1399,1434,106,100,0,0,106,100,40,100,73
421,Sep 7 2018,CONCACAF Nations League q in Belize,Belize,Bahamas,1176,905,4,0,8,-8,1184,897,164,202,3,-1,167,201,40,100,371
422,Sep 7 2018,Friendly in the United States,Colombia,Venezuela,1939,1738,2,1,5,-5,1944,1733,8,34,0,-1,8,33,20,0,201
423,Sep 7 2018,Friendly in the United States,Ecuador,Jamaica,1747,1570,2,0,8,-8,1755,1562,30,73,0,-3,30,70,20,0,177
424,Sep 7 2018,European Nations League D in the Faroe Islands,Faroe Islands,Malta,1293,1205,3,1,15,-15,1308,1190,131,169,2,-3,133,166,40,100,188
425,Sep 7 2018,European Nations League A in Italy,Italy,Poland,1891,1783,1,1,-11,11,1880,1794,15,22,-1,0,14,22,40,100,208
426,Sep 7 2018,European Nations League C in Lithuania,Lithuania,Serbia,1391,1772,0,1,-7,7,1384,1779,111,22,-1,1,110,23,40,100,-281
427,Sep 7 2018,South Asian Championship in Bangladesh,Maldives,Sri Lanka,942,701,0,0,-12,12,930,713,199,216,-1,0,198,216,40,0,241
428,Sep 7 2018,Friendly in Qatar,Qatar,China,1492,1535,1,0,8,-8,1500,1527,82,74,1,-1,83,73,20,100,57
429,Sep 7 2018,European Nations League C in Romania,Romania,Montenegro,1727,1597,0,0,-12,12,1715,1609,37,51,-1,4,36,55,40,100,230
430,Sep 7 2018,Friendly in Scotland,Scotland,Belgium,1710,2058,0,4,-7,7,1703,2065,42,3,-1,0,41,3,20,100,-248
431,Sep 7 2018,Friendly in Singapore,Singapore,Mauritius,1043,1075,1,1,-2,2,1041,1077,186,179,0,1,186,180,20,100,68
432,Sep 7 2018,Friendly in South Korea,South Korea,Costa Rica,1756,1725,2,0,10,-10,1766,1715,23,36,3,0,26,36,20,100,131
433,Sep 7 2018,Friendly in Taiwan,Taiwan,Malaysia,975,1066,2,0,15,-15,990,1051,193,187,0,-2,193,185,20,100,9
434,Sep 7 2018,European Nations League B in Turkey,Turkey,Russia,1728,1721,1,2,-26,26,1702,1747,53,25,-10,6,43,31,40,100,107
435,Sep 7 2018,Friendly in the United States,Uruguay,Mexico,1946,1829,4,1,12,-12,1958,1817,6,19,0,0,6,19,20,0,117
436,Sep 7 2018,Friendly in the United States,United States,Brazil,1763,2114,0,2,-6,6,1757,2120,30,2,-2,0,28,2,20,100,-251
437,Sep 8 2018,South Asian Championship in Bangladesh,Bangladesh,Nepal,822,886,0,2,-33,33,789,919,213,196,-3,3,210,199,40,100,36
438,Sep 8 2018,European Nations League D in Belarus,Belarus,San Marino,1521,852,5,0,1,-1,1522,851,76,204,0,0,76,204,20,0,669
439,Sep 8 2018,Southeast Asian Champ qual in Brunei,Brunei,East Timor,595,662,1,0,18,-18,613,644,229,227,0,-1,229,226,30,0,-67
440,Sep 8 2018,African Nations Cup qualifier in the Comoros,Comoros,Cameroon,1024,1643,1,1,18,-18,1042,1625,183,52,3,0,186,52,40,100,-519
441,Sep 8 2018,CONCACAF Nations League q in Cuba,Cuba,Turks and Caicos Islands,1301,762,11,0,3,-3,1304,759,131,214,2,0,133,214,40,100,639
442,Sep 8 2018,African Nations Cup qualifier in Egypt,Egypt,Niger,1572,1309,6,0,9,-9,1581,1300,61,140,3,-4,64,136,40,100,363
443,Sep 8 2018,European Nations League A in England,England,Spain,1913,2010,1,2,-20,20,1893,2030,15,4,-2,0,13,4,40,100,3
444,Sep 8 2018,African Nations Cup qualifier in Equatorial Guinea,Equatorial Guinea,Sudan,1326,1244,1,0,10,-10,1336,1234,123,157,2,-4,125,153,40,100,182
445,Sep 8 2018,European Nations League C in Estonia,Estonia,Greece,1487,1645,0,1,-17,17,1470,1662,89,42,-2,4,87,46,40,100,-58
446,Sep 8 2018,European Nations League C in Finland,Finland,Hungary,1605,1575,1,0,13,-13,1618,1562,50,69,3,-2,53,67,40,100,130
447,Sep 8 2018,African Nations Cup qualifier in Gabon,Gabon,Burundi,1439,1319,1,1,-11,11,1428,1330,103,126,-3,1,100,127,40,100,220
448,Sep 8 2018,African Nations Cup qualifier in The Gambia,Gambia,Algeria,1275,1509,1,1,7,-7,1282,1502,140,84,1,-2,141,82,40,100,-134
449,Sep 8 2018,African Nations Cup qualifier in Kenya,Kenya,Ghana,1331,1644,1,0,31,-31,1362,1613,114,57,5,-3,119,54,40,100,-213
450,Sep 8 2018,European Nations League D in Luxembourg,Luxembourg,Moldova,1344,1327,4,0,25,-25,1369,1302,114,142,2,-8,116,134,40,100,117
451,Sep 8 2018,African Nations Cup qualifier in Mauritania,Mauritania,Burkina Faso,1319,1598,2,0,44,-44,1363,1554,108,81,10,-11,118,70,40,100,-179
452,Sep 8 2018,CONCACAF Nations League q in Montserrat,Montserrat,El Salvador,634,1471,1,2,-1,1,633,1472,227,85,0,1,227,86,40,100,-737
453,Sep 8 2018,African Nations Cup qualifier in Morocco,Morocco,Malawi,1720,1277,3,0,3,-3,1723,1274,35,145,0,-2,35,143,20,0,443
454,Sep 8 2018,African Nations Cup qualifier in Mozambique,Mozambique,Guinea-Bissau,1316,1280,2,2,-7,7,1309,1287,129,137,1,1,130,138,40,100,136
455,Sep 8 2018,African Nations Cup qualifier in Namibia,Namibia,Zambia,1365,1445,1,1,-1,1,1364,1446,118,95,-1,0,117,95,20,100,20
456,Sep 8 2018,European Nations League B in Northern Ireland,Northern Ireland,Bosnia and Herzegovina,1676,1744,1,2,-22,22,1654,1766,52,20,-3,6,49,26,40,100,32
457,Sep 8 2018,South Asian Championship in Bangladesh,Pakistan,Bhutan,939,563,3,0,7,-7,946,556,197,233,0,0,197,233,40,0,376
458,Sep 8 2018,African Nations Cup qualifier in the Seychelles,Seychelles,Nigeria,964,1703,0,3,-2,2,962,1705,196,39,-1,1,195,40,40,100,-639
459,Sep 8 2018,African Nations Cup qualifier in South Africa,South Africa,Libya,1569,1475,0,0,-10,10,1559,1485,70,84,-1,1,69,85,40,100,194
460,Sep 8 2018,CONCACAF Nations League q in St Vincent & Grenadines,St Vincent & Grenadines,Nicaragua,1102,1278,0,2,-24,24,1078,1302,181,128,-3,6,178,134,40,100,-76
461,Sep 8 2018,European Nations League A in Switzerland,Switzerland,Iceland,1879,1708,6,0,15,-15,1894,1693,9,49,3,-5,12,44,40,100,271
462,Sep 8 2018,African Nations Cup qualifier in Uganda,Uganda,Tanzania,1419,1319,0,0,-10,10,1409,1329,105,128,-1,0,104,128,40,100,200
463,Sep 9 2018,African Nations Cup qualifier in Angola,Angola,Botswana,1255,1339,1,0,19,-19,1274,1320,138,136,4,-7,142,129,30,0,-84
464,Sep 9 2018,CONCACAF Nations League q in Curaçao,Aruba,Bermuda,918,1192,3,1,50,-50,968,1142,188,181,6,-8,194,173,40,0,-274
465,Sep 9 2018,European Nations League C in Bulgaria,Bulgaria,Norway,1640,1647,1,0,15,-15,1655,1632,47,52,2,-1,49,51,30,0,-7
466,Sep 9 2018,CONCACAF Nations League q in the United States,Canada,US Virgin Islands,1534,722,8,0,1,-1,1535,721,74,215,-1,0,73,215,30,0,812
467,Sep 9 2018,African Nations Cup qualifier in Congo,Congo,Zimbabwe,1393,1469,1,1,-1,1,1392,1470,108,86,0,1,108,87,20,100,24
468,Sep 9 2018,European Nations League C in Cyprus,Cyprus,Slovenia,1395,1600,2,1,26,-26,1421,1574,97,71,5,-7,102,64,40,100,-105
469,Sep 9 2018,European Nations League B in Denmark,Denmark,Wales,1875,1798,2,0,16,-16,1891,1782,12,25,2,-2,14,23,40,100,177
470,Sep 9 2018,CONCACAF Nations League q in Curaçao,Dominican Republic,Bonaire,1257,992,5,0,14,-14,1271,978,145,194,0,-1,145,193,40,0,265
471,Sep 9 2018,African Nations Cup qualifier in Eswatini,Eswatini,Tunisia,1250,1660,0,2,-9,9,1241,1669,150,44,-1,2,149,46,40,100,-310
472,Sep 9 2018,African Nations Cup qualifier in Ethiopia,Ethiopia,Sierra Leone,1275,1378,1,0,20,-20,1295,1358,132,125,5,-6,137,119,40,100,-3
473,Sep 9 2018,European Nations League A in France,France,Netherlands,2123,1915,2,1,6,-6,2129,1909,1,10,0,0,1,10,40,100,308
474,Sep 9 2018,European Nations League D in Georgia,Georgia,Latvia,1523,1332,1,0,6,-6,1529,1326,73,130,1,-2,74,128,40,100,291
475,Sep 9 2018,Friendly in Germany,Germany,Peru,1968,1884,2,1,5,-5,1973,1879,5,18,0,-2,5,16,20,100,184
476,Sep 9 2018,African Nations Cup qualifier in Guinea,Guinea,Central African Republic,1454,1337,1,0,9,-9,1463,1328,86,128,4,-2,90,126,40,100,217
477,Sep 9 2018,South Asian Championship in Bangladesh,India,Maldives,1218,930,2,0,10,-10,1228,920,153,200,3,-1,156,199,40,0,288
478,Sep 9 2018,CONCACAF Nations League q in Jamaica,Jamaica,Cayman Islands,1562,949,4,0,1,-1,1563,948,67,198,0,-1,67,197,20,0,613
479,Sep 9 2018,Friendly in Jordan,Lebanon,Oman,1466,1538,0,0,2,-2,1468,1536,89,73,0,-1,89,72,20,0,-72
480,Sep 9 2018,African Nations Cup qualifier in Lesotho,Lesotho,Cape Verde,1328,1435,1,1,0,0,1328,1435,123,98,3,0,126,98,20,100,-7
481,Sep 9 2018,African Nations Cup qualifier in Liberia,Liberia,DR Congo,1308,1588,1,1,10,-10,1318,1578,129,64,1,-1,130,63,30,0,-280
482,Sep 9 2018,European Nations League D in Liechtenstein,Liechtenstein,Gibraltar,1141,1086,2,0,17,-17,1158,1069,165,185,4,-4,169,181,40,100,155
483,Sep 9 2018,European Nations League D in Macedonia,Macedonia,Armenia,1526,1457,2,0,16,-16,1542,1441,68,101,3,-5,71,96,40,100,169
484,Sep 9 2018,African Nations Cup qualifier in Madagascar,Madagascar,Senegal,1339,1762,2,2,15,-15,1354,1747,118,34,2,-3,120,31,40,100,-323
485,Sep 9 2018,African Nations Cup qualifier in Rwanda,Rwanda,Ivory Coast,1283,1600,1,2,-9,9,1274,1609,144,55,-2,1,142,56,40,100,-217
486,Sep 9 2018,African Nations Cup qualifier in South Sudan,South Sudan,Mali,1057,1520,0,3,-8,8,1049,1528,186,73,-1,2,185,75,40,100,-363
487,Sep 9 2018,CONCACAF Nations League q in Saint Kitts and Nevis,Saint Kitts and Nevis,Puerto Rico,1241,1028,1,0,6,-6,1247,1022,147,189,1,0,148,189,40,100,313
488,Sep 9 2018,African Nations Cup qualifier in Togo,Togo,Benin,1389,1415,0,0,-4,4,1385,1419,109,105,0,-1,109,104,40,100,74
489,Sep 9 2018,European Nations League B in Ukraine,Ukraine,Slovakia,1775,1772,1,0,14,-14,1789,1758,20,29,2,-2,22,27,40,100,103
490,Sep 10 2018,European Nations League D in Andorra,Andorra,Kazakhstan,1058,1341,1,1,10,-10,1068,1331,181,124,1,-1,182,123,30,0,-283
491,Sep 10 2018,Friendly in Bahrain,Bahrain,China,1408,1527,0,0,1,-1,1409,1526,104,76,1,0,105,76,20,100,-19
492,Sep 10 2018,Friendly in Cambodia,Cambodia,Malaysia,818,1051,1,3,-10,10,808,1061,207,184,0,0,207,184,20,100,-133
493,Sep 10 2018,CONCACAF Nations League q in Curaçao,Curaçao,Grenada,1293,1098,10,0,16,-16,1309,1082,124,177,7,-1,131,176,40,100,295
494,Sep 10 2018,CONCACAF Nations League q in Haiti,Haiti,Sint Maarten,1494,840,13,0,2,-2,1496,838,84,206,0,0,84,206,30,0,654
495,Sep 10 2018,European Nations League D in Kosovo,Kosovo,Faroe Islands,1434,1308,2,0,13,-13,1447,1295,89,142,5,-5,94,137,40,100,226
496,Sep 10 2018,Friendly in Kuwait,Kuwait,Iraq,1420,1565,2,2,1,-1,1421,1564,101,64,1,1,102,65,20,100,-45
497,Sep 10 2018,Friendly in Kyrgyzstan,Kyrgyzstan,Syria,1239,1610,2,1,17,-17,1256,1593,144,63,3,-4,147,59,20,100,-271
498,Sep 10 2018,European Nations League D in Malta,Malta,Azerbaijan,1190,1399,1,1,6,-6,1196,1393,161,107,2,0,163,107,40,100,-109
499,Sep 10 2018,European Nations League C in Montenegro,Montenegro,Lithuania,1609,1384,2,0,8,-8,1617,1376,52,114,2,-2,54,112,40,100,325
500,Sep 10 2018,European Nations League A in Portugal,Portugal,Italy,1937,1880,1,0,12,-12,1949,1868,5,19,2,-2,7,17,40,100,157
501,Sep 10 2018,Friendly in Russia,Russia,Czechia,1747,1689,5,1,11,-11,1758,1678,23,45,4,0,27,45,20,100,158
502,Sep 10 2018,Friendly in Saudi Arabia,Saudi Arabia,Bolivia,1584,1661,2,2,-1,1,1583,1662,61,46,0,1,61,47,20,100,23
503,Sep 10 2018,European Nations League C in Scotland,Scotland,Albania,1703,1573,2,0,13,-13,1716,1560,35,71,3,-3,38,68,40,100,230
504,Sep 10 2018,European Nations League C in Serbia,Serbia,Romania,1779,1715,2,2,-9,9,1770,1724,24,36,0,0,24,36,40,100,164
505,Sep 10 2018,European Nations League B in Sweden,Sweden,Turkey,1849,1702,2,3,-32,32,1817,1734,18,24,0,9,18,33,40,100,247
506,Sep 11 2018,Friendly in the United States,Argentina,Colombia,1900,1944,0,0,1,-1,1901,1943,11,7,0,1,11,8,20,0,-44
507,Sep 11 2018,European Nations League B in Bosnia and Herzegovina,Bosnia and Herzegovina,Austria,1766,1757,1,0,14,-14,1780,1743,23,37,1,-4,24,33,40,100,109
508,Sep 11 2018,Friendly in the United States,Brazil,El Salvador,2120,1472,5,0,1,-1,2121,1471,2,86,0,0,2,86,20,0,648
509,Sep 11 2018,Friendly in the United States,Ecuador,Guatemala,1755,1515,2,0,6,-6,1761,1509,25,78,3,0,28,78,20,0,240
510,Sep 11 2018,Friendly in England,England,Switzerland,1893,1894,1,0,7,-7,1900,1887,11,16,1,-2,12,14,20,100,99
511,Sep 11 2018,European Nations League C in Finland,Finland,Estonia,1618,1470,1,0,8,-8,1626,1462,51,93,1,-3,52,90,40,100,248
512,Sep 11 2018,Friendly in Gabon,Gabon,Zambia,1428,1446,0,1,-12,12,1416,1458,108,89,-4,3,104,92,20,100,82
513,Sep 11 2018,CONCACAF Nations League q in Anguilla,Guadeloupe,Saint Martin,1235,855,3,0,7,-7,1242,848,148,203,2,0,150,203,40,0,380
514,Sep 11 2018,European Nations League C in Hungary,Hungary,Greece,1562,1662,2,1,20,-20,1582,1642,55,53,6,-3,61,50,40,100,0
515,Sep 11 2018,European Nations League A in Iceland,Iceland,Belgium,1693,2065,0,3,-12,12,1681,2077,44,3,0,0,44,3,40,100,-272
516,Sep 11 2018,Friendly in Indonesia,Indonesia,Mauritius,1231,1077,1,0,4,-4,1235,1073,152,181,1,-1,153,180,20,100,254
517,Sep 11 2018,Friendly in Japan,Japan,Costa Rica,1699,1715,3,0,13,-13,1712,1702,35,47,4,-4,39,43,20,100,84
518,Sep 11 2018,Friendly in Jordan,Jordan,Oman,1462,1536,0,0,-1,1,1461,1537,91,72,0,0,91,72,20,100,26
519,Sep 11 2018,Friendly in Kenya,Kenya,Malawi,1362,1274,1,0,5,-5,1367,1269,112,148,3,-3,115,145,20,100,188
520,Sep 11 2018,Friendly in Liberia,Liberia,Nigeria,1318,1705,1,2,-3,3,1315,1708,130,42,0,0,130,42,20,100,-287
521,Sep 11 2018,European Nations League D in Moldova,Moldova,Belarus,1302,1522,0,0,7,-7,1309,1515,128,77,3,0,131,77,40,100,-120
522,Sep 11 2018,Friendly in Northern Ireland,Northern Ireland,Israel,1654,1513,3,0,7,-7,1661,1506,46,81,2,-1,48,80,20,100,241
523,Sep 11 2018,Friendly in Panama,Panama,Venezuela,1595,1733,0,2,-13,13,1582,1746,64,30,-3,2,61,32,20,100,-38
524,Sep 11 2018,Friendly in Poland,Poland,Ireland,1794,1707,1,1,-5,5,1789,1712,21,37,0,2,21,39,20,100,187
525,Sep 11 2018,Friendly in Qatar,Qatar,Palestine,1500,1372,3,0,7,-7,1507,1365,75,119,4,-3,79,116,20,100,228
526,Sep 11 2018,European Nations League D in San Marino,San Marino,Luxembourg,851,1369,0,3,-6,6,845,1375,206,111,-1,2,205,113,40,100,-418
527,Sep 11 2018,Friendly in Singapore,Singapore,Fiji,1041,1229,2,0,19,-19,1060,1210,183,163,2,-4,185,159,20,100,-88
528,Sep 11 2018,Friendly in South Korea,South Korea,Chile,1766,1869,0,0,0,0,1766,1869,27,16,-1,0,26,16,20,100,-3
529,Sep 11 2018,European Nations League A in Spain,Spain,Croatia,2030,1946,6,0,22,-22,2052,1924,4,10,0,-1,4,9,40,100,184
530,Sep 11 2018,Friendly in Spain,United Arab Emirates,Laos,1504,768,3,0,0,0,1504,768,82,213,-1,0,81,213,20,0,736
531,Sep 11 2018,Friendly in the United States,United States,Mexico,1757,1817,1,0,9,-9,1766,1808,23,22,3,-2,26,20,20,100,40
532,Sep 11 2018,Friendly in Uzbekistan,Uzbekistan,Iran,1597,1817,0,1,-7,7,1590,1824,59,18,-1,0,58,18,20,100,-120
533,Sep 12 2018,South Asian Championship in Bangladesh,India,Pakistan,1228,946,3,1,10,-10,1238,936,149,200,3,-1,152,199,40,0,282
534,Sep 12 2018,South Asian Championship in Bangladesh,Maldives,Nepal,920,919,3,0,35,-35,955,884,195,204,2,-2,197,202,40,0,1
535,Sep 15 2018,South Asian Championship in Bangladesh,Maldives,India,955,1238,2,1,33,-33,988,1205,189,170,4,-9,193,161,40,0,-283
536,Sep 29 2018,Friendly in Cuba,Cuba,Cayman Islands,1304,948,5,0,3,-3,1307,945,134,198,0,0,134,198,20,100,456
537,Sep 30 2018,Friendly in Botswana,Botswana,Namibia,1320,1364,1,0,8,-8,1328,1356,123,121,3,-2,126,119,20,100,56
538,Sep 30 2018,Friendly in St Vincent & Grenadines,St Vincent & Grenadines,Barbados,1078,1135,1,1,-1,1,1077,1136,179,174,-1,0,178,174,20,100,43
539,Oct 1 2018,Bangabandhu Gold Cup in Bangladesh,Bangladesh,Laos,789,768,1,0,10,-10,799,758,206,215,2,-1,208,214,30,100,121
540,Oct 2 2018,Bangabandhu Gold Cup in Bangladesh,Tajikistan,Nepal,1197,884,2,0,6,-6,1203,878,162,202,0,0,162,202,30,0,313
541,Oct 3 2018,Bangabandhu Gold Cup in Bangladesh,Philippines,Laos,1193,758,3,1,3,-3,1196,755,161,214,2,0,163,214,30,0,435
542,Oct 4 2018,Bangabandhu Gold Cup in Bangladesh,Palestine,Tajikistan,1365,1203,2,0,13,-13,1378,1190,108,168,4,-3,112,165,30,0,162
543,Oct 5 2018,Bangabandhu Gold Cup in Bangladesh,Bangladesh,Philippines,799,1196,0,1,-5,5,794,1201,208,162,0,0,208,162,30,100,-297
544,Oct 6 2018,Bangabandhu Gold Cup in Bangladesh,Palestine,Nepal,1378,878,1,0,2,-2,1380,876,112,202,0,0,112,202,30,0,500
545,Oct 9 2018,Bangabandhu Gold Cup in Bangladesh,Tajikistan,Philippines,1190,1201,2,0,23,-23,1213,1178,151,174,7,-6,158,168,30,0,-11
546,Oct 10 2018,Friendly in Albania,Albania,Jordan,1560,1461,0,0,-5,5,1555,1466,70,87,-1,2,69,89,20,100,199
547,Oct 10 2018,Bangabandhu Gold Cup in Bangladesh,Bangladesh,Palestine,794,1380,0,2,-3,3,791,1383,212,108,-2,2,210,110,30,100,-486
548,Oct 10 2018,African Nations Cup qualifier in Ethiopia,Ethiopia,Kenya,1295,1367,0,0,-2,2,1293,1369,139,116,-1,0,138,116,40,100,28
549,Oct 10 2018,Friendly in Indonesia,Indonesia,Myanmar,1235,1068,3,0,6,-6,1241,1062,149,184,2,-1,151,183,20,100,267
550,Oct 10 2018,Friendly in Italy,Italy,Ukraine,1868,1789,1,1,-5,5,1863,1794,17,21,0,0,17,21,20,100,179
551,Oct 10 2018,African Nations Cup qualifier in Zambia,Zambia,Guinea-Bissau,1458,1287,2,1,7,-7,1465,1280,88,143,2,-2,90,141,40,100,271
552,Oct 11 2018,Friendly tournament in Saudi Arabia,Argentina,Iraq,1901,1564,4,0,7,-7,1908,1557,11,70,0,-2,11,68,30,0,337
553,Oct 11 2018,Friendly in Bahrain,Bahrain,Syria,1409,1593,0,1,-8,8,1401,1601,111,55,-3,1,108,56,20,100,-84
554,Oct 11 2018,African Nations Cup qualifier in Congo,Congo,Liberia,1392,1315,3,1,16,-16,1408,1299,106,142,1,-6,107,136,40,100,177
555,Oct 11 2018,European Nations League D in the Faroe Islands,Faroe Islands,Azerbaijan,1295,1393,0,3,-35,35,1260,1428,155,95,-9,6,146,101,40,100,2
556,Oct 11 2018,Friendly in France,France,Iceland,2129,1681,2,2,-9,9,2120,1690,3,42,-1,1,2,43,20,0,448
557,Oct 11 2018,CONCACAF Nations League q in French Guiana,French Guiana,St Vincent & Grenadines,1348,1077,0,1,-36,36,1312,1113,137,172,-8,3,129,175,40,100,371
558,Oct 11 2018,Friendly in Spain,Honduras,United Arab Emirates,1590,1504,1,1,-2,2,1588,1506,60,81,-1,0,59,81,20,0,86
559,Oct 11 2018,Friendly in Hong Kong,Hong Kong,Thailand,1183,1382,0,1,-7,7,1176,1389,170,107,-2,2,168,109,20,100,-99
560,Oct 11 2018,European Nations League C in Israel,Israel,Scotland,1506,1716,2,1,26,-26,1532,1690,68,48,6,-5,74,43,40,100,-110
561,Oct 11 2018,European Nations League D in Kosovo,Kosovo,Malta,1447,1196,3,1,7,-7,1454,1189,95,165,0,-1,95,164,40,100,351
562,Oct 11 2018,Friendly in Kuwait,Kuwait,Lebanon,1421,1468,1,0,8,-8,1429,1460,99,96,1,-4,100,92,20,100,53
